zip,compid,compname,comrate,indrate,resrate
17034,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
25053,00733,Appalachian Power Co.,52.6,36.59,58.52
30344,07140,Georgia Power Co.,76.3,54.04,88.77
43787,14006,Ohio Power Co.,63.8,43.58,75.25
40468,10171,Kentucky Utilities Co.,57.83,45.19,60.29
49807,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
81525,14354,PacifiCorp.,59.39,40.36,69.43
38759,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
41772,22053,Kentucky Power Co.,67.59,42.47,64.98
19525,12390,Metropolitan Edison Co.,82.19,64.62,93.56
13411,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
97362,15248,Portland General Electric Co.,75.02,58.26,82.88
83236,09191,Idaho Power Co.,43.18,34.12,59.12
08201,00963,Atlantic City Electric Co.,128.04,108.74,137.77
25047,00733,Appalachian Power Co.,52.6,36.59,58.52
63787,19436,Union Electric Co.,56.56,41.72,69.64
66512,22500,Westar Energy Inc.,0,0,0
14784,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
98541,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
13827,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
02145,01998,Boston Edison Co.,193.53,199.87,201.75
62656,03252,Central Illinois Light Co.,65.82,52,69.39
05067,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
50271,09162,Interstate Power & Light Co.,0,0,0
13638,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
59072,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
49267,05109,Detroit Edison Co.,85.32,59.4,102.07
94972,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
16691,20387,West Penn Power Co.,61.26,47.16,71.66
78583,03278,AEP Texas Central Co.,0,0,0
44446,13998,Ohio Edison Co.,100.63,59.53,104.78
97006,15248,Portland General Electric Co.,75.02,58.26,82.88
94806,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
71334,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
55439,13781,Northern States Power Co.,69.79,57.42,89.95
47342,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
52247,09162,Interstate Power & Light Co.,0,0,0
01901,11804,Massachusetts Electric Co.,160.29,159.57,154.32
54566,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
50862,12341,MidAmerican Energy Co.,65.04,40.61,86.15
91948,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
17745,20387,West Penn Power Co.,61.26,47.16,71.66
58275,13781,Northern States Power Co.,69.79,57.42,89.95
99134,20169,Avista Corp.,72.22,45.09,65.6
65737,05860,Empire District Electric Co.,74.74,56.59,83.94
45171,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
18430,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
97842,14354,PacifiCorp.,59.39,40.36,69.43
08319,00963,Atlantic City Electric Co.,128.04,108.74,137.77
83851,20169,Avista Corp.,72.22,45.09,65.6
20577,15270,Potomac Electric Power Co.,116.6,0,116.65
15312,20387,West Penn Power Co.,61.26,47.16,71.66
47452,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
32907,06452,Florida Power & Light Co.,106.06,88.71,119
26585,12796,Monongahela Power Co.,59.39,41.09,72.5
35444,00195,Alabama Power Co.,81.85,49.23,89.32
51355,09162,Interstate Power & Light Co.,0,0,0
61260,12341,MidAmerican Energy Co.,65.04,40.61,86.15
28208,05416,Duke Power Co.,63.62,44.52,78.13
21090,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
85347,00803,Arizona Public Service Co.,87.13,61.11,98.47
15488,20387,West Penn Power Co.,61.26,47.16,71.66
97630,14354,PacifiCorp.,59.39,40.36,69.43
06480,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
91205,17609,Southern California Edison Co.,144.53,119.66,157.72
55416,13781,Northern States Power Co.,69.79,57.42,89.95
72202,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
61336,09208,Illinois Power Co.,73.39,46.63,77.12
26525,12796,Monongahela Power Co.,59.39,41.09,72.5
62048,09208,Illinois Power Co.,73.39,46.63,77.12
93463,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
24350,00733,Appalachian Power Co.,52.6,36.59,58.52
60827,04110,Commonwealth Edison Co.,76.48,55.66,86.59
96822,19547,"Hawaiian Electric Co., Inc.",180.52,157.27,200.63
08081,00963,Atlantic City Electric Co.,128.04,108.74,137.77
18821,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
50168,09162,Interstate Power & Light Co.,0,0,0
48064,05109,Detroit Edison Co.,85.32,59.4,102.07
58249,14232,Otter Tail Power Co.,64.49,50.72,74.26
72101,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
29583,03046,Carolina Power & Light Co.,74.34,57.46,90.23
58531,14232,Otter Tail Power Co.,64.49,50.72,74.26
79536,20404,AEP Texas North Co.,0,0,0
48033,05109,Detroit Edison Co.,85.32,59.4,102.07
52223,09162,Interstate Power & Light Co.,0,0,0
60030,04110,Commonwealth Edison Co.,76.48,55.66,86.59
48363,05109,Detroit Edison Co.,85.32,59.4,102.07
10530,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
13290,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
93429,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
55349,13781,Northern States Power Co.,69.79,57.42,89.95
27317,03046,Carolina Power & Light Co.,74.34,57.46,90.23
28480,03046,Carolina Power & Light Co.,74.34,57.46,90.23
48215,05109,Detroit Edison Co.,85.32,59.4,102.07
03818,15472,PSC of New Hampshire,136.75,128.88,151.42
56590,14232,Otter Tail Power Co.,64.49,50.72,74.26
89420,17166,Sierra Pacific Power Co.,119,96.25,128.65
50319,12341,MidAmerican Energy Co.,65.04,40.61,86.15
02071,11804,Massachusetts Electric Co.,160.29,159.57,154.32
05649,07601,Green Mountain Power Corp.,109.59,75.73,132.56
57066,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
43068,04062,Columbus Southern Power Co.,68.9,51.29,87.05
23954,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
06340,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
76228,A3483,Oncor Electric Delivery Co.,0,0,0
80440,15466,PSC of Colorado,74.07,58.3,88.42
50316,12341,MidAmerican Energy Co.,65.04,40.61,86.15
75173,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
60625,04110,Commonwealth Edison Co.,76.48,55.66,86.59
91040,17609,Southern California Edison Co.,144.53,119.66,157.72
25862,00733,Appalachian Power Co.,52.6,36.59,58.52
03451,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
48098,05109,Detroit Edison Co.,85.32,59.4,102.07
14741,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
54904,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
36871,00195,Alabama Power Co.,81.85,49.23,89.32
30533,07140,Georgia Power Co.,76.3,54.04,88.77
21779,15263,Potomac Edison Co.,80.14,52.31,69.2
01038,11804,Massachusetts Electric Co.,160.29,159.57,154.32
20149,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
56025,09162,Interstate Power & Light Co.,0,0,0
53959,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
16616,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
36522,00195,Alabama Power Co.,81.85,49.23,89.32
57353,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
25951,12796,Monongahela Power Co.,59.39,41.09,72.5
85711,24211,Tucson Electric Power Co.,103.76,65.74,90.9
62881,09208,Illinois Power Co.,73.39,46.63,77.12
35054,00195,Alabama Power Co.,81.85,49.23,89.32
99737,00219,Alaska Power & Telephone Co.,0,0,0
59501,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
24361,00733,Appalachian Power Co.,52.6,36.59,58.52
60505,04110,Commonwealth Edison Co.,76.48,55.66,86.59
92107,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
50530,12341,MidAmerican Energy Co.,65.04,40.61,86.15
30666,07140,Georgia Power Co.,76.3,54.04,88.77
10470,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
45211,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
35570,00195,Alabama Power Co.,81.85,49.23,89.32
06385,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
29349,05416,Duke Power Co.,63.62,44.52,78.13
04281,03266,Central Maine Power Co.,129.63,0,144.58
72025,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
16428,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
67355,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
08219,00963,Atlantic City Electric Co.,128.04,108.74,137.77
10302,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
33896,18454,Tampa Electric Co.,96.85,76.54,109.71
51549,12341,MidAmerican Energy Co.,65.04,40.61,86.15
27804,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
16621,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
04930,03266,Central Maine Power Co.,129.63,0,144.58
69346,19545,Black Hills Power Inc.,74.6,47.79,80.97
75002,A3483,Oncor Electric Delivery Co.,0,0,0
39845,07140,Georgia Power Co.,76.3,54.04,88.77
50666,12341,MidAmerican Energy Co.,65.04,40.61,86.15
25419,15263,Potomac Edison Co.,80.14,52.31,69.2
59226,12819,Montana Dakota Utilities Co.,0,0,0
18250,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
03602,15472,PSC of New Hampshire,136.75,128.88,151.42
71748,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
12956,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
33316,06452,Florida Power & Light Co.,106.06,88.71,119
47167,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
40472,10171,Kentucky Utilities Co.,57.83,45.19,60.29
92104,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
12195,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
15558,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
15411,20387,West Penn Power Co.,61.26,47.16,71.66
53563,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
12766,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
77856,07806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
06519,19497,United Illuminating Co.,120.63,102.26,151.34
95950,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
36360,00195,Alabama Power Co.,81.85,49.23,89.32
36345,00195,Alabama Power Co.,81.85,49.23,89.32
46544,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
66516,22500,Westar Energy Inc.,0,0,0
46408,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
85713,24211,Tucson Electric Power Co.,103.76,65.74,90.9
53097,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
18657,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
56265,13781,Northern States Power Co.,69.79,57.42,89.95
50605,12341,MidAmerican Energy Co.,65.04,40.61,86.15
36584,00195,Alabama Power Co.,81.85,49.23,89.32
46123,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
52581,09162,Interstate Power & Light Co.,0,0,0
15052,14716,Pennsylvania Power Co.,73.87,54.63,82.95
66021,22500,Westar Energy Inc.,0,0,0
51639,12341,MidAmerican Energy Co.,65.04,40.61,86.15
17810,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
02824,13214,Narragansett Electric Co.,136.93,127.63,150.98
70532,03265,Cleco Power LLC,103.71,77.5,110.06
46517,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
